Dim1,Dim2,label
10.15421,-23.560808,1
-11.215878,-19.612482,1
11.106082,-2.3521848,1
17.825666,17.299063,1
0.38837796,7.12306,1
7.338875,-1.9680219,1
-5.60867,-18.425373,1
-25.421013,-6.951257,1
12.1195965,-22.602205,1
10.384335,17.670174,1
3.1627712,0.72259635,1
-12.976539,3.9148567,1
-10.082444,13.486208,1
-3.942468,20.13283,1
3.3250806,-19.095306,1
-14.341292,-15.119277,1
2.2421165,11.613026,1
-15.73658,-18.12574,1
17.328947,20.709766,1
-1.1965756,-10.900055,1
9.162898,14.284516,1
-5.981139,17.496817,1
4.46726,15.533974,1
-8.375761,-19.970154,1
-18.208244,-12.997528,1
2.4327273,-9.326762,1
7.9636664,4.3758254,1
3.6115413,4.6289096,1
-13.407392,14.68589,1
-13.316559,4.4608083,1
-19.063421,-4.0465794,1
-10.809846,-5.8554897,1
16.18393,-7.6238337,1
-4.0192137,-2.093457,1
9.77183,-21.201044,1
-4.7690644,15.795321,1
-18.895197,3.4804988,1
-16.139265,-7.7707653,1
2.74078,2.286156,1
-8.149227,-12.302904,1
18.887163,16.894302,1
20.770872,-13.399723,1
-23.690187,-7.271044,1
-2.2103019,-10.552856,1
-8.064498,-21.81235,1
-5.2816815,21.02213,1
-17.685175,-14.493899,1
-9.040955,16.888493,1
-12.059718,10.231715,1
-7.167324,-22.205366,1
0.8622411,-19.718704,1
-11.697346,19.57611,1
-13.173134,16.828142,1
8.948469,-15.308963,1
6.381614,-18.493355,1
22.153551,-19.568636,1
-24.527079,9.012515,1
-1.0268157,-15.94959,1
-5.64728,13.167949,1
19.586863,13.6754465,1
7.0506725,21.555403,1
-11.594209,9.847277,1
-2.5672717,7.934456,1
2.8220718,10.074578,1
8.021564,14.346746,1
-26.269081,-3.6663058,1
-1.833329,10.66775,1
-8.632723,-10.975073,1
-13.138912,9.867311,1
-8.977586,1.9223522,1
0.844353,-15.279553,1
-7.622182,-19.197346,1
5.6604004,-7.396974,1
-4.6361337,20.770227,1
15.018886,-2.8125613,1
-9.674938,-8.201952,1
-7.0939956,-4.467223,1
-11.75996,10.015969,1
-1.1840535,-21.73311,1
19.09139,16.972027,1
-17.738342,-9.918758,1
-12.160463,11.079421,1
22.825218,-14.043803,1
-17.694063,-3.5348735,1
-5.0023503,-21.625853,1
-5.5402555,13.356598,1
11.735019,-21.854582,1
14.918494,18.985773,1
3.5475893,11.789892,1
20.193523,18.924248,1
-2.780819,11.055563,1
-17.77474,-9.6018715,1
-8.298058,14.213901,1
-2.3314154,4.7016354,1
2.2397907,1.6513417,1
-18.907265,-2.5103803,1
0.94797486,-20.578468,1
-9.398895,-14.981978,1
15.10269,-20.306389,1
11.806995,-15.787969,1
-11.369743,-14.571136,1
-1.5917851,-7.847927,1
17.705057,20.44628,1
-11.375204,16.969252,1
-17.759384,-19.299318,1
17.695856,20.149775,1
-15.268395,0.2572757,1
-15.357086,-21.314262,1
6.683593,-13.501851,1
-22.72028,-11.622473,1
15.477157,-2.0678103,1
12.165012,-11.406882,1
17.596445,16.622955,1
-11.703598,-3.4322932,1
6.963687,14.519895,1
-22.774195,0.5597081,1
-0.85168195,-15.110079,1
-9.681418,15.211965,1
3.343562,-10.602197,1
7.5808105,-25.093716,1
0.27033487,-20.571009,1
5.964024,-16.940683,1
-13.891088,-15.341269,1
1.1807256,15.2827835,1
15.455016,-15.681788,1
18.088964,-21.074505,1
-11.805816,-4.2815924,1
-5.253147,19.44806,1
0.049117148,-12.665093,1
-3.249772,17.98993,1
-7.5044394,-16.21614,1
-9.871855,17.218803,1
-6.462795,-3.888195,1
-4.620459,20.920368,1
11.003455,20.624071,1
18.167175,-20.026264,1
-7.020018,-3.0857441,1
-3.5592513,1.928216,1
-4.738189,-6.6524186,1
-5.5153327,6.9308343,1
-6.0942006,-5.147429,1
3.2575417,-24.13176,1
-16.100756,-12.488275,1
-4.7377653,24.17903,1
1.5183641,0.7229395,1
-21.758308,-2.6494687,1
10.102423,10.950243,1
1.8662928,2.4501324,1
19.035437,-11.640271,1
8.5662365,-16.03494,1
-15.803014,-8.263134,1
-15.2924385,7.3063116,1
-17.022356,-19.879135,1
-5.9992924,-22.793816,1
-6.5490623,-3.5138693,1
-6.3433557,-22.126482,1
-16.137486,0.067612946,1
-13.005428,-21.03407,1
-15.886268,-8.154466,1
-7.3107176,-16.04479,1
-3.9349031,-2.2894862,1
3.919388,9.35473,1
1.6697232,1.6667174,1
-18.204653,-12.991813,1
2.4998941,4.3538265,1
-9.14259,-3.5881941,1
-6.270577,-17.061384,1
-19.52805,6.005359,1
-14.988147,-10.407974,1
23.493816,-12.896056,1
-10.818,14.421092,1
11.508671,18.799547,1
-19.04076,4.053267,1
-16.797676,0.25571367,1
21.371136,17.640123,1
-18.005789,12.850157,1
8.618103,-0.51311255,1
-13.7333355,-16.504745,1
-1.6561826,8.67053,1
-4.5301714,16.753983,1
9.108697,-13.606267,1
0.9644161,11.730701,1
-7.0778832,-4.5289626,1
-11.138995,9.889402,1
9.615267,6.7349334,1
6.788401,6.290546,1
13.253233,1.218463,1
8.180208,-22.2286,1
17.656982,17.571293,1
-2.4062335,20.22757,1
-15.424627,0.7798368,1
-3.8803566,19.934532,1
-21.901443,-1.2389172,1
6.14722,11.74328,1
-6.3349137,14.495415,1
12.749001,-21.492224,1
-21.22885,-4.1610312,1
-3.9348154,-18.058104,1
-3.8156667,-19.07211,1
-8.125345,-10.026626,1
7.388799,20.103264,1
-19.302639,-17.309774,1
-20.29924,8.185415,1
2.8762398,16.608326,1
-21.286667,-12.314239,1
24.213753,4.371714,1
-22.135023,5.8161793,1
-21.2451,-12.007404,1
4.4970555,12.805628,1
-19.941235,-10.455527,1
-4.319565,-10.742539,1
-6.4245787,14.598646,1
-16.82349,-8.250293,1
-13.044281,16.93143,1
-17.510994,-17.893753,1
-11.021741,-3.598169,1
4.8694615,3.9958937,1
-8.706848,-14.32811,1
11.342226,5.5452137,1
-12.516371,-5.162257,1
-3.8484898,8.390655,1
18.977106,12.855482,1
-7.4630785,-15.896528,1
1.9132578,4.3180137,1
-17.088026,-17.274765,1
12.41592,-4.3917084,1
-6.812867,2.393144,1
-2.9763622,-17.010143,1
18.235216,11.707462,1
0.7480881,11.879426,1
17.307873,15.489226,1
-8.379266,-14.96911,1
3.6753836,-3.8195436,1
-10.724742,-10.861163,1
-6.943083,14.164808,1
-7.239599,-5.6938834,1
-0.65270936,-20.315773,1
-18.807318,-7.789562,1
-11.067296,21.898062,1
-18.530407,-13.319938,1
-8.330951,-15.048624,1
-13.219404,15.13045,1
13.920571,-5.770762,1
-9.889962,13.178665,1
-3.869356,5.3353972,1
-22.078629,0.050737973,1
-6.1410785,-20.522198,1
-14.419208,-2.3476152,1
5.5924683,-21.51436,1
-2.9530232,-0.76387227,1
-1.0300452,7.5755587,1
-3.9919062,6.647286,1
3.9533455,4.033099,1
-4.0388727,3.9697962,1
-14.901749,-6.2543488,1
-9.26446,-20.095535,1
-13.542011,-18.602282,1
2.7144952,13.433691,1
0.5363815,19.9023,1
-17.843212,-19.254162,1
3.5501294,-12.691336,1
2.4190977,-10.258374,1
-9.805262,1.7464607,1
-4.5038037,20.70536,1
9.010869,4.257265,1
-9.029707,-8.152733,1
-11.627068,-4.8829412,1
17.005468,14.161567,1
4.0564685,-6.54401,1
-13.612462,-10.6897745,1
-0.6003012,12.964886,1
-3.960538,12.046126,1
18.656538,12.891896,1
-17.292257,0.9353282,1
-25.010965,-7.335401,1
18.573093,19.633556,1
18.981474,-5.9775724,1
-15.42945,-15.921733,1
-22.950235,10.811392,1
-10.043691,11.140975,1
-10.197971,20.346348,1
1.6714014,2.709825,1
-13.943275,13.375171,1
-21.819687,-4.120362,1
-22.373365,12.876244,1
8.432434,15.191345,1
7.2134166,3.1836889,1
-5.3057547,21.036093,1
-6.2892127,-12.455688,1
-15.528464,14.98179,1
-19.32422,-10.187198,1
-15.051568,-15.412714,1
0.2876232,14.86508,1
1.3300406,13.901174,1
3.3354392,-8.228571,1
-1.1089456,8.685095,1
8.10349,-25.293528,1
-2.9507859,9.165153,1
-8.747363,12.102548,1
13.387552,-6.065569,1
-22.437443,12.078537,1
5.8293324,5.8011165,1
-14.299408,7.4173865,1
17.128056,15.375001,1
6.4920754,14.604363,1
16.152483,13.378721,1
-9.903193,-1.7685764,1
12.208069,-2.6551151,1
-8.933878,10.722539,1
-17.420212,-4.5186963,1
-12.57378,-12.412125,1
-15.676018,13.706453,1
-25.93837,-1.5899444,1
-11.348275,-13.108206,1
-17.058971,-12.023115,1
1.6480433,8.260966,1
-9.866977,12.129658,1
-6.5444255,-0.07621215,1
-11.828939,-8.370434,1
-14.249354,-10.294337,1
-5.304258,21.110971,1
-0.7572781,11.573124,1
-11.481789,9.550555,1
-5.356615,-12.10446,1
14.260866,-9.696087,1
6.3777647,-4.94641,1
-2.825242,10.097956,1
7.852449,-17.61613,1
-16.955236,-3.7318885,1
-1.0220357,-21.688873,1
0.6573535,1.5439805,1
-11.211168,9.716932,1
-16.703316,-7.2263136,1
0.8323886,10.750602,1
-6.3488183,-20.261578,1
29.978956,-5.2965107,1
-13.970688,15.558043,1
-11.75742,-9.049716,1
-7.544322,-20.716448,1
-3.4120302,-17.043703,1
-4.3599725,8.61241,1
6.467939,19.04579,1
-9.60185,-10.1632805,1
-16.639864,-22.972063,1
20.204464,16.921974,1
1.4505079,4.1107383,1
-7.3585625,1.7774938,1
-6.418728,0.06182872,1
-2.7945802,9.113472,1
0.9988133,-14.2446785,1
-10.572821,-10.962041,1
-11.590931,19.158033,1
-4.4387336,20.817657,1
-15.465091,16.931477,1
8.734246,2.97618,1
-7.636534,-12.966004,1
-6.8914933,-0.8899688,1
-17.135227,7.1369205,1
15.941986,-7.9014173,1
-8.097739,17.208164,1
-19.98431,-1.7888985,1
-13.32075,-2.502897,1
-11.035355,18.639658,1
18.490175,12.420756,1
9.679421,-10.9613085,1
8.084384,18.276329,1
6.0598083,9.27894,1
-4.3778224,8.619216,1
-1.6907282,-16.415209,1
-2.1909769,-20.377739,1
8.102496,-25.739893,1
-18.382467,-12.7015085,1
-11.7845125,-16.391064,1
10.512718,16.025316,1
-14.5963,-13.913855,1
0.8498108,6.3754525,1
-10.296385,-18.85047,1
-12.445341,-12.481764,1
-11.779971,-3.8368938,1
21.733585,17.961313,1
-13.048109,-16.168016,1
12.02034,-21.68609,1
7.895634,18.411942,1
-2.8434393,7.633699,1
-20.508303,-11.492093,1
-10.537131,-6.0744596,1
15.385235,-3.9089785,1
7.44514,-11.295354,1
4.7523313,-23.531998,1
5.5142927,8.969101,1
4.2563524,-18.167198,1
-8.326684,-3.1292343,1
19.913921,-22.834291,1
17.611609,15.75343,1
-11.769656,1.8942401,1
1.2838867,-12.070459,1
10.135558,-3.9820585,1
-12.698242,-10.494167,1
-3.9550645,5.726748,1
-13.087386,-6.099931,1
-12.905216,17.723156,1
-17.462511,1.1161436,1
-3.1418252,-1.8576024,1
-4.4919915,-1.2455403,1
-17.166475,3.1002126,1
-9.918718,21.487392,1
11.376899,-15.918187,1
-15.154837,-7.223977,1
-14.456172,14.35959,1
8.600499,5.548914,1
20.565493,-11.720233,1
2.111409,19.790516,1
11.516672,13.866738,1
6.3813987,-15.800189,1
13.722276,14.801646,1
-10.625177,-3.236922,1
12.043093,-8.273076,1
3.1922984,-23.31241,1
-13.076157,-6.273186,1
-15.739034,19.883413,1
13.500469,14.30405,1
18.30122,11.781232,1
-20.686682,-6.1362066,1
-0.553363,6.654676,1
5.128225,-1.3796371,1
-9.2563305,-16.053898,1
3.8349473,-10.471752,1
10.2655735,18.622725,1
-15.008402,4.1083503,1
-20.402462,-15.357507,1
-0.26748824,14.474065,1
-20.863297,-7.8859076,1
-7.166205,-13.327338,1
-12.734049,1.744968,1
17.066193,17.898533,1
-9.873998,20.570684,1
-6.1983657,-3.878711,1
-9.536208,17.57198,1
0.32710212,21.248556,1
-9.720569,-6.5048833,1
-5.7200065,-6.092012,1
-16.797907,-8.509476,1
7.961599,16.542545,1
-10.545405,-9.473693,1
-4.714705,15.699048,1
-6.440462,-8.060687,1
2.893613,-25.45115,1
-10.981216,-6.0410533,1
14.302183,-20.667276,1
-22.83174,-3.1613696,1
-2.2891695,8.3059025,1
-5.615563,16.265541,1
-6.968762,-6.7547193,1
-4.5195007,-20.778896,1
-20.190464,-16.5776,1
3.419886,-18.924715,1
24.883898,-12.220226,1
-20.88979,9.869268,1
18.431705,13.639153,1
19.676046,15.127104,1
-2.9633498,-6.0053005,1
6.6841135,-24.47389,1
16.99645,14.417715,1
-1.3195082,-7.090659,1
8.700089,-22.314102,1
-16.261524,0.3509587,1
-6.407168,-21.31428,1
8.272875,0.64743745,1
-21.82527,-4.462016,1
18.40377,-0.23782024,1
-6.8951707,-5.67936,1
3.6469736,5.1008134,1
-11.834744,-0.20560345,1
-7.2451663,4.849928,1
-18.849155,-19.788729,1
-14.339473,-2.3029754,1
-6.9855123,-2.5491197,1
-3.1289907,9.27353,1
-20.299366,-2.2087696,1
-11.387617,-8.263518,1
-5.3158717,13.596641,1
-6.575999,21.036156,1
-7.770347,-1.741337,1
23.293755,-13.650707,1
8.397242,19.747202,1
-10.139828,-11.2017565,1
-23.325907,10.410591,1
1.6119896,18.841316,1
-6.3404446,-12.918234,1
-5.0692525,15.233033,1
-15.03507,-1.4667073,1
-13.079382,11.951827,1
18.218506,-21.660934,1
-2.4034276,5.2798815,1
-11.353559,11.1508665,1
-17.905577,-19.142014,1
18.26752,-1.6445086,1
-16.222946,1.1424547,1
-16.865538,2.477041,1
6.4674325,6.6464815,1
-0.7174723,22.26726,1
-6.8170347,0.024450397,1
8.132726,-26.139732,1
1.6766124,10.721907,1
-4.2518263,-10.754332,1
-6.3042254,-19.311823,1
15.375413,-2.2641187,1
10.647964,-13.068974,1
-10.535154,19.901636,1
-2.7905662,15.16089,1
-14.680452,-9.298629,1
-22.54547,0.05905851,1
-11.630759,-8.788865,1
11.674899,-26.549564,1
-9.88727,-10.363704,1
-4.975153,8.151816,1
13.975241,17.806038,1
-7.652807,-18.901276,1
-5.1644845,-23.723389,1
22.15985,-19.520092,1
-18.423105,-14.939949,1
-23.395884,9.378522,1
-3.5180488,12.777358,1
-6.61379,-20.968794,1
-3.9322028,5.748042,1
-4.821551,15.705516,1
-19.84298,8.311599,1
-11.2545185,-8.740507,1
-13.659272,-11.830041,1
-12.43544,-3.1809568,1
11.819026,-26.45713,1
-17.321081,8.906707,1
11.055977,-19.775173,1
6.2295423,-25.690094,1
2.2001996,14.110809,1
9.493,-16.677176,1
-11.022354,-20.036074,1
18.278896,-9.920208,1
2.1381843,-12.811224,1
22.27,-13.786673,1
20.962288,-23.278347,1
16.275211,22.43122,1
-13.430658,-2.3288622,1
-26.296364,-3.7006152,1
8.467234,11.582242,1
-17.167173,-17.27929,1
-13.164703,10.376789,1
-22.866821,-1.7013047,1
-16.194221,1.5245793,1
-15.689061,-3.893568,1
-16.48037,0.36792177,1
17.213306,15.161805,1
-12.973769,10.224841,1
10.034763,4.798843,1
-19.23513,-11.182564,1
11.698404,-2.4541595,1
-17.847664,-19.177485,1
-13.525233,11.002484,1
-2.544545,6.185505,1
-9.789181,-8.860633,1
-12.877744,-9.924869,1
-3.667134,-18.973707,1
-12.079052,-8.414945,1
-7.473543,-7.5849442,1
15.678777,-8.451532,1
-9.583392,-13.990459,1
3.292969,11.930106,1
-5.439903,-3.716231,1
1.3493174,-12.301049,1
15.317398,-21.999369,1
0.18405694,13.111749,1
-18.419268,-9.293318,1
-8.040605,-11.613683,1
-12.730675,-7.302861,1
-19.614708,-5.0655866,1
-15.508488,-0.00902612,1
16.097202,-7.697178,1
8.279549,15.6051855,1
-28.74338,-1.2597986,1
-13.052478,-9.941691,1
-3.1652749,10.651874,1
11.055229,6.0479817,1
-9.265721,15.118502,1
9.480425,-17.760468,1
-3.8824425,4.0278177,1
3.781252,8.368304,1
-3.4189868,-10.557405,1
-13.784908,16.686584,1
18.514206,19.472414,1
6.722523,14.330919,1
18.769234,-24.57729,1
-10.149753,-17.637949,1
-0.2748381,0.5018016,1
18.536194,-12.230674,1
8.452171,-24.94039,1
10.749283,15.942357,1
-7.877086,-8.847117,1
-9.117432,-3.729795,1
-7.0191636,15.132137,1
-7.764268,-15.216574,1
-23.080269,-5.6970835,1
-16.977207,0.81859607,1
-14.945397,12.282659,1
-7.4196367,-0.69030017,1
-3.8270562,-0.6699194,1
2.5634542,4.6031003,1
-4.144238,8.649601,1
-10.4707775,-7.997319,1
-14.591217,12.251207,1
-9.686365,-9.4805765,1
-19.868057,-5.690844,1
-18.743906,-16.662874,1
2.1074922,13.324632,1
5.4283333,14.293069,1
8.012169,-6.1419353,1
-28.143875,-0.5324018,1
-10.938978,-5.871518,1
-7.041854,6.009928,1
18.44596,-1.9935122,1
-4.384966,-3.7981782,1
-8.471325,-12.1289215,1
-8.303632,-16.36141,1
4.1699243,11.129587,1
3.3200805,-20.882513,1
7.2861505,-18.38317,1
12.229351,-16.950743,1
-12.433647,-14.897053,1
20.48682,-0.23488611,1
-1.9420165,-18.172188,1
17.122631,15.565133,1
-6.360743,18.881557,1
7.676484,16.581038,1
-4.4902096,16.237535,1
-16.71206,-8.165199,1
0.42511776,0.91779447,1
-12.185519,-16.35284,1
-11.041391,19.365034,1
2.7648382,-1.0721307,1
0.84528965,14.378605,1
7.519103,4.4053307,1
-9.557934,-17.713894,1
6.832393,-18.788416,1
-10.471506,13.153616,1
-13.196057,3.5919585,1
-6.539641,-1.3012975,1
-5.050628,-21.556204,1
-12.027111,-14.705041,1
-0.36421993,-5.027187,1
-8.506398,-10.725988,1
17.402779,16.32889,1
17.65603,16.358044,1
17.924417,-16.65539,1
-18.96291,-8.648232,1
2.6884897,3.2663598,1
-7.064506,-18.327963,1
-12.160877,1.7510711,1
-22.70943,-2.113721,1
-12.715138,21.322727,1
-13.650664,-9.528757,1
-13.239109,4.073985,1
-14.5380125,3.3738701,1
-0.028633377,7.827921,1
-13.616895,-10.159931,1
-1.8630269,28.469412,1
29.983362,-5.299596,1
-1.5719733,5.0939612,1
-13.985393,7.5483966,1
3.1767251,-10.268305,1
12.393739,-19.364388,1
-2.0088778,-24.651567,1
-5.9242425,16.204334,1
19.905605,17.982128,1
18.279015,17.52731,1
17.732264,12.682479,1
-3.3964808,7.3255324,1
1.4051372,-12.1069565,1
5.9791174,-16.50924,1
12.837537,16.638155,1
-10.705621,13.60686,1
-14.980849,-0.44138792,1
-18.158005,12.685886,1
-15.66279,-7.5168643,1
-19.306492,-4.0386724,1
-23.226456,9.68156,1
-5.9524846,19.16515,1
23.156849,-7.7621274,1
-8.026036,-16.965002,1
-14.908404,18.972776,1
20.102293,17.869091,1
2.7982156,3.3610091,1
14.573248,-20.776524,1
-8.117242,23.408081,1
2.5383382,2.1542773,1
1.4863675,1.6505703,1
0.56280357,9.022001,1
-13.77642,12.691749,1
-2.2742536,21.70308,1
-5.9820056,-22.048304,1
-25.192133,-7.423308,1
-18.856861,-13.781434,1
-7.5561657,-15.596771,1
4.0467978,5.157913,1
-26.180801,-0.74000067,1
-6.814164,18.387009,1
12.409637,-11.760133,1
2.949446,13.723219,1
-17.134697,-6.161792,1
-7.969842,13.684621,1
-16.952143,-9.031322,1
-13.083022,-12.64384,1
-10.772074,14.325491,1
11.428034,-11.304608,1
13.957086,15.004064,1
-6.2219586,19.29228,1
2.434025,2.676312,1
19.528965,19.098726,1
15.11706,19.135551,1
-0.03219417,5.97127,1
-9.100797,-14.986988,1
-7.472181,-7.2720885,1
-1.2182006,-19.511845,1
-19.6431,6.2233663,1
-22.551111,-1.9425868,1
6.7556047,19.075066,1
-9.410422,17.782436,1
-7.7053976,-3.7254605,1
1.5117719,-11.511214,1
-4.600017,2.4209652,1
-4.5425334,-1.304327,1
19.568134,17.272392,1
-2.4594176,16.61132,1
-13.7182,10.93145,1
-16.255571,-18.340326,1
18.752869,-24.578783,1
-18.936205,-10.799942,1
-4.0945587,-19.738213,1
-17.858644,7.092473,1
7.2369604,4.576786,1
7.3156962,-18.361908,1
7.4434505,4.485234,1
0.72902393,19.82784,1
-17.34045,14.736359,1
-5.46493,12.348011,1
-13.753023,13.212493,1
-11.601259,19.066513,1
-12.1924095,-5.9462037,1
-13.024941,9.902178,1
-18.70513,-2.4020321,1
-6.692191,18.675402,1
-10.786937,22.534714,1
10.615484,-24.790598,1
-6.957991,-2.2647443,1
17.127132,18.049139,1
-19.108755,-15.528684,1
2.6527822,-25.907269,1
-7.925823,14.081533,1
-18.218681,-12.930605,1
-14.538467,-8.476138,1
0.46092948,-15.0929165,1
6.2161946,-25.717165,1
0.3565303,9.020654,1
-3.5539973,17.700352,1
11.155696,7.3451457,1
-8.687283,-9.509826,1
12.56913,16.432758,1
-12.79759,16.540705,1
28.71215,-6.1580443,1
-12.78434,-22.66513,1
0.6719006,-0.7900876,1
10.411828,17.916664,1
2.453891,13.056322,1
-2.211393,7.704269,1
11.132398,7.349489,1
-16.893536,-5.3988757,1
-17.240429,-5.6854095,1
-5.323658,-20.890158,1
11.897496,-19.521593,1
0.20520954,-10.089716,1
3.3057177,-19.228432,1
-28.520973,-1.0472883,1
-13.861642,12.225782,1
-15.522735,2.4823706,1
8.891562,-13.71937,1
10.065017,-2.6503928,1
11.363965,1.1922894,1
-12.588926,-8.988774,1
18.938026,-11.712262,1
-19.334167,-4.525461,1
-5.0947886,-1.1714553,1
1.9726695,1.5142831,1
-6.0879025,-8.858358,1
-4.116282,-11.673323,1
9.459994,14.810215,1
-5.3431926,-11.885094,1
-9.954267,11.7955475,1
-1.7929918,-21.686876,1
-3.3747995,-7.249082,1
-0.2788162,-15.582049,1
-15.677035,0.0314482,1
-17.759478,6.956937,1
-0.745781,11.256077,1
5.560001,8.930073,1
1.2458447,13.25641,1
-12.262671,-3.0602894,1
2.9017994,14.937248,1
19.593819,19.294497,1
14.386609,-4.027957,1
-22.890388,-1.9310514,1
-9.404173,0.48781967,1
9.188142,14.521415,1
-5.4807167,-19.891127,1
-26.340649,-3.718079,1
19.640997,-23.76839,1
-14.63137,-17.915897,1
3.8786676,-10.591541,1
-6.731139,-4.8840847,1
17.158123,-12.445131,1
-6.220564,18.75957,1
3.9296625,15.965603,1
-11.459508,14.329369,1
-11.681975,11.047296,1
-12.681419,-6.229152,1
-5.8454976,0.75130033,1
-10.377978,-11.591323,1
3.14722,12.139897,1
-9.688229,-10.385091,1
-5.4759264,-2.9897141,1
-9.515175,20.177856,1
0.18114921,8.996467,1
0.00902622,15.034794,1
-17.69437,-10.864925,1
13.584101,-17.886301,1
-6.743387,-18.049942,1
-8.933509,15.004257,1
9.062034,-16.181175,1
-20.307066,-1.8101648,1
-8.696075,9.019832,1
1.853329,13.401064,1
-18.426142,-3.5490918,1
-4.8550687,5.8467193,1
-5.8484282,-3.651793,1
10.440401,-20.018341,1
-16.194887,2.94196,1
1.7176695,-2.6387634,1
-6.365934,-1.180596,1
3.05732,18.097563,1
-9.466435,-12.743066,1
-13.738004,-3.1853857,1
4.2227836,15.395827,1
-6.3387775,-16.52809,1
-17.551682,-16.03972,1
9.838001,13.481212,1
19.894669,17.026556,1
8.186654,4.5299625,1
-1.8295205,6.934977,1
4.4198833,-23.632034,1
-0.13146448,-25.147802,1
3.1988747,4.209955,1
-12.012248,-8.553757,1
-18.453209,3.267954,1
-11.612951,9.609679,1
9.7223425,7.0258913,1
17.10498,20.58811,1
-0.16589504,12.151117,1
-10.603022,-17.300476,1
3.0883005,-21.25774,1
-17.835552,2.6575465,1
-15.72253,8.342296,1
0.8312066,18.649551,1
7.4310746,4.80897,1
-9.021767,-20.100458,1
-8.987238,-17.801136,1
14.441715,-16.27229,1
-6.7799587,18.244795,1
2.9658358,17.523972,1
-7.368742,8.393355,1
-3.1490479,4.603489,1
-14.534856,10.675506,1
28.174294,-6.46509,1
1.7301002,14.212197,1
-7.463457,-3.6759706,1
-21.55626,-2.1976526,1
-11.3341,19.196661,1
-15.250431,19.480896,1
-19.023731,-2.4304144,1
-6.036769,-22.689577,1
-18.864115,-1.4212619,1
-20.267298,4.2377276,1
11.828137,-5.0116744,1
-22.602211,-4.30673,1
-15.468618,2.7533166,1
21.919128,-13.606078,1
-9.246722,-14.53637,1
13.623407,-14.398216,1
-13.1370325,-2.605296,1
-10.734884,12.547825,1
-22.978424,-8.030306,1
-0.112243116,9.969386,1
2.1589053,-23.050577,1
-9.120967,-9.678479,1
-11.53506,18.926247,1
0.15917534,-19.905714,1
-12.9304495,-3.7479167,1
7.4735055,-10.21469,1
-5.9375544,-5.559351,1
0.65073323,-20.2576,1
5.9770856,6.6789293,1
